visual_id,document_id,clause_id,page,visual_type,image_file,source_path,source_key,related_table_id,bbox_left,bbox_bottom,bbox_right,bbox_top,pixel_width,pixel_height,ocr_text,description,context_text,sha256,duplicate_group,is_primary,review_status,review_memo
OCC-LAW1-068,LAW1,LAW1-4_3_1,54,페이지 배치 이미지,law-1_p054_occ068_xref00570.png,04_visuals/image_context_crops/law-1_p054_occ068_xref00570.png,xref:570;occurrence:44,,293.79,140.782,519.252,308.007,690,512,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_1 / 4-3-1. 복합주택(안심주택 조례 제7조 제3항을 따른다)의 용도지역 변경 기준은 다 음과 같으며 구체적인 사항은 라목의 사례별 기준을 따른다.
가. 현재 용도지역 기준
※ 어르신에게 임대주택을 100% 공급하는 안심주택과 시니어용 서울형 공유주택을 복합 하는 경우만 적용
2) 준주거지역으로 변경 : 제2종·제3종일반주거지역
3) 일반 또는 근린상업지역으로 변경 : 제2종·제3종일반주거지역, 준주거지역 나. 인접 및 도로 기준
1) 준주거지역이나 일반 또는 근린상업지역에 바로 접하고 있어야 한다.
2) 준주거지역이나 일반 또는 근린상업지역과 폭 20m 이하의 도로를 사이에 두고 접하고 있어야 한다.
3) 20m 이상의 간선도로에 접하고 있어야 한다.
[인접 및 도로기준(예시)]
용도지역 변경 가능 대상지 범위
2)
2)
2)
2)
2)
2)
2)
20m 이하
상업지역
3)
3)
3)
1),3)
2),3)
3)
3)
3)
3)
20m 이상 간선도로
승강장 또는 의료시설
20m 이상 간선도로
[인접 사례(예시)]
상업지역에 20m 이하의 도로를 사이에 인접에 해당
두고
고
접
함:
인
접
에 해당
20m 이상의 간선도로에 접 함
다. 사업대상지 인정 기준
중교통 또는 의료시설 중심지역에 포함되지 않아 관련위원회의 심의를 통해 사업대상지로 인정받은 경우 추가 공공기여를 제공하여야 한다. 다만, 이 경 우 적용되는 역세권 및 의료시설 중심지역 범위는 승강장 경계로부터 250m 이내와 의료시설 대상부지 경계로부터 350m 이내를 말한 다.(1-3-1 가목을 인정받는 경우 승강장 경계로부터 350m 이내로 적용) 가) 검토 대상지 및 사업대상지 인정 시 추가 공공기여 기준
(1) 검토 대상지: 사업대상지 면적 중 대중교통 또는 의료시설 중심지역 내 면적이 50% 미만인 경우
(2) 추가 공공기",18db770c65fa1ec590a45d493232ad3bea1eb0ada256d42e649d73e282fbee34,VIS-18DB770C65FA,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
OCC-LAW1-075,LAW1,LAW1-4_3_2,59,페이지 배치 이미지,law-1_p059_occ075_xref00727.png,04_visuals/image_context_crops/law-1_p059_occ075_xref00727.png,xref:727;occurrence:45,,54.879,488.641,303.489,675.884,761,573,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_2 / 4-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 4-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우 : 준주거지역으로 변경을 원칙으로 하되 4-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우 관련 위원회의 심 의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로) : 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 및 면적 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 관 련위원회의 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 6m 이상의 도로에 접해야 한다. 차량진출입은 이면도로에 계획하여야 하며, 간선도로변에서 직접 연결되는 이면도로에 차량진출입구를 설치하는 경우, 간선도로변에서의 이격거리는 최 소 15m 이상으로 한다.
3) 간선도로변에 접한 경우 간선도로에 접한 대지의 길이는 최소 15m 이상으 로 한다.
가) 면적 및 도로기준(예시)
간선도로변
(사업가능)
간선도로변이
좀
간선도로
이면도로변
(사업가능)
이면도로변 0
간선도로
6mn도로
간선도로변 0
15m 이상
간선도로
6m도로
이면도로변0
간선도로
6mn도로
간선도로변 0
간선도로
6m도로
이면도로변 0
간선도로
(사업불가)
사업불가
4m도로
(사업불가)
4도로
사업불가
간선도로
간선도로
사업
불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
6m도로
사업불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
나) 저층주",795e48116e39959d6021e6d20ce770a10042ff355820cb7c7eb74fdd25b5bd2d,VIS-795E48116E39,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
OCC-LAW1-076,LAW1,LAW1-4_3_2,59,페이지 배치 이미지,law-1_p059_occ076_xref00729.png,04_visuals/image_context_crops/law-1_p059_occ076_xref00729.png,xref:729;occurrence:46,,54.879,307.4,303.489,494.643,761,573,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_2 / 4-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 4-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우 : 준주거지역으로 변경을 원칙으로 하되 4-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우 관련 위원회의 심 의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로) : 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 및 면적 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 관 련위원회의 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 6m 이상의 도로에 접해야 한다. 차량진출입은 이면도로에 계획하여야 하며, 간선도로변에서 직접 연결되는 이면도로에 차량진출입구를 설치하는 경우, 간선도로변에서의 이격거리는 최 소 15m 이상으로 한다.
3) 간선도로변에 접한 경우 간선도로에 접한 대지의 길이는 최소 15m 이상으 로 한다.
가) 면적 및 도로기준(예시)
간선도로변
(사업가능)
간선도로변이
좀
간선도로
이면도로변
(사업가능)
이면도로변 0
간선도로
6mn도로
간선도로변 0
15m 이상
간선도로
6m도로
이면도로변0
간선도로
6mn도로
간선도로변 0
간선도로
6m도로
이면도로변 0
간선도로
(사업불가)
사업불가
4m도로
(사업불가)
4도로
사업불가
간선도로
간선도로
사업
불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
6m도로
사업불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
나) 저층주",a48bc24d8f7bf1945002a0e9661095bb00109e2c9ef3a780c22071e854be3e1a,VIS-A48BC24D8F7B,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
OCC-LAW1-077,LAW1,LAW1-4_3_2,59,페이지 배치 이미지,law-1_p059_occ077_xref00731.png,04_visuals/image_context_crops/law-1_p059_occ077_xref00731.png,xref:731;occurrence:47,,54.879,126.158,303.489,313.401,761,573,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_2 / 4-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 4-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우 : 준주거지역으로 변경을 원칙으로 하되 4-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우 관련 위원회의 심 의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로) : 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 및 면적 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 관 련위원회의 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 6m 이상의 도로에 접해야 한다. 차량진출입은 이면도로에 계획하여야 하며, 간선도로변에서 직접 연결되는 이면도로에 차량진출입구를 설치하는 경우, 간선도로변에서의 이격거리는 최 소 15m 이상으로 한다.
3) 간선도로변에 접한 경우 간선도로에 접한 대지의 길이는 최소 15m 이상으 로 한다.
가) 면적 및 도로기준(예시)
간선도로변
(사업가능)
간선도로변이
좀
간선도로
이면도로변
(사업가능)
이면도로변 0
간선도로
6mn도로
간선도로변 0
15m 이상
간선도로
6m도로
이면도로변0
간선도로
6mn도로
간선도로변 0
간선도로
6m도로
이면도로변 0
간선도로
(사업불가)
사업불가
4m도로
(사업불가)
4도로
사업불가
간선도로
간선도로
사업
불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
6m도로
사업불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
나) 저층주",751244b6241508b3b744b46aecb908f3960a9855786220152f1bdc22b22400e3,VIS-751244B62415,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
OCC-LAW1-078,LAW1,LAW1-4_3_2,59,페이지 배치 이미지,law-1_p059_occ078_xref00733.png,04_visuals/image_context_crops/law-1_p059_occ078_xref00733.png,xref:733;occurrence:48,,297.148,488.641,545.758,675.884,761,573,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_2 / 4-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 4-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우 : 준주거지역으로 변경을 원칙으로 하되 4-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우 관련 위원회의 심 의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로) : 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 및 면적 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 관 련위원회의 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 6m 이상의 도로에 접해야 한다. 차량진출입은 이면도로에 계획하여야 하며, 간선도로변에서 직접 연결되는 이면도로에 차량진출입구를 설치하는 경우, 간선도로변에서의 이격거리는 최 소 15m 이상으로 한다.
3) 간선도로변에 접한 경우 간선도로에 접한 대지의 길이는 최소 15m 이상으 로 한다.
가) 면적 및 도로기준(예시)
간선도로변
(사업가능)
간선도로변이
좀
간선도로
이면도로변
(사업가능)
이면도로변 0
간선도로
6mn도로
간선도로변 0
15m 이상
간선도로
6m도로
이면도로변0
간선도로
6mn도로
간선도로변 0
간선도로
6m도로
이면도로변 0
간선도로
(사업불가)
사업불가
4m도로
(사업불가)
4도로
사업불가
간선도로
간선도로
사업
불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
6m도로
사업불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
나) 저층주",14b4f24ecd796ebad10cb9b69de61c28b73c25e33d72ba243ba51443f3979e6c,VIS-14B4F24ECD79,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
OCC-LAW1-079,LAW1,LAW1-4_3_2,59,페이지 배치 이미지,law-1_p059_occ079_xref00735.png,04_visuals/image_context_crops/law-1_p059_occ079_xref00735.png,xref:735;occurrence:49,,297.148,307.4,545.758,494.643,761,573,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_2 / 4-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 4-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우 : 준주거지역으로 변경을 원칙으로 하되 4-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우 관련 위원회의 심 의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로) : 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 및 면적 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 관 련위원회의 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 6m 이상의 도로에 접해야 한다. 차량진출입은 이면도로에 계획하여야 하며, 간선도로변에서 직접 연결되는 이면도로에 차량진출입구를 설치하는 경우, 간선도로변에서의 이격거리는 최 소 15m 이상으로 한다.
3) 간선도로변에 접한 경우 간선도로에 접한 대지의 길이는 최소 15m 이상으 로 한다.
가) 면적 및 도로기준(예시)
간선도로변
(사업가능)
간선도로변이
좀
간선도로
이면도로변
(사업가능)
이면도로변 0
간선도로
6mn도로
간선도로변 0
15m 이상
간선도로
6m도로
이면도로변0
간선도로
6mn도로
간선도로변 0
간선도로
6m도로
이면도로변 0
간선도로
(사업불가)
사업불가
4m도로
(사업불가)
4도로
사업불가
간선도로
간선도로
사업
불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
6m도로
사업불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
나) 저층주",44c9fe04eae66a0199b5948d4cc94a9382674947d369f446d3dfdfdd8a9a7d2a,VIS-44C9FE04EAE6,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
OCC-LAW1-080,LAW1,LAW1-4_3_2,59,페이지 배치 이미지,law-1_p059_occ080_xref00737.png,04_visuals/image_context_crops/law-1_p059_occ080_xref00737.png,xref:737;occurrence:50,,297.148,126.158,545.758,313.401,761,573,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_2 / 4-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 4-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우 : 준주거지역으로 변경을 원칙으로 하되 4-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우 관련 위원회의 심 의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로) : 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 및 면적 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 관 련위원회의 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 6m 이상의 도로에 접해야 한다. 차량진출입은 이면도로에 계획하여야 하며, 간선도로변에서 직접 연결되는 이면도로에 차량진출입구를 설치하는 경우, 간선도로변에서의 이격거리는 최 소 15m 이상으로 한다.
3) 간선도로변에 접한 경우 간선도로에 접한 대지의 길이는 최소 15m 이상으 로 한다.
가) 면적 및 도로기준(예시)
간선도로변
(사업가능)
간선도로변이
좀
간선도로
이면도로변
(사업가능)
이면도로변 0
간선도로
6mn도로
간선도로변 0
15m 이상
간선도로
6m도로
이면도로변0
간선도로
6mn도로
간선도로변 0
간선도로
6m도로
이면도로변 0
간선도로
(사업불가)
사업불가
4m도로
(사업불가)
4도로
사업불가
간선도로
간선도로
사업
불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
6m도로
사업불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
나) 저층주",78a07df1a09f8962254657f8342a49f729cf84540c4e8f679c3742510c0da5b3,VIS-78A07DF1A09F,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
OCC-LAW1-085,LAW1,LAW1-4_3_2,60,페이지 배치 이미지,law-1_p060_occ085_xref00763.png,04_visuals/image_context_crops/law-1_p060_occ085_xref00763.png,xref:763;occurrence:51,,58.597,201.915,292.215,391.676,714,581,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_2 / 4-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 4-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우 : 준주거지역으로 변경을 원칙으로 하되 4-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우 관련 위원회의 심 의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로) : 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 및 면적 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 관 련위원회의 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 6m 이상의 도로에 접해야 한다. 차량진출입은 이면도로에 계획하여야 하며, 간선도로변에서 직접 연결되는 이면도로에 차량진출입구를 설치하는 경우, 간선도로변에서의 이격거리는 최 소 15m 이상으로 한다.
3) 간선도로변에 접한 경우 간선도로에 접한 대지의 길이는 최소 15m 이상으 로 한다.
가) 면적 및 도로기준(예시)
간선도로변
(사업가능)
간선도로변이
좀
간선도로
이면도로변
(사업가능)
이면도로변 0
간선도로
6mn도로
간선도로변 0
15m 이상
간선도로
6m도로
이면도로변0
간선도로
6mn도로
간선도로변 0
간선도로
6m도로
이면도로변 0
간선도로
(사업불가)
사업불가
4m도로
(사업불가)
4도로
사업불가
간선도로
간선도로
사업
불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
6m도로
사업불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
나) 저층주",377de7ab26dc689839516355a08424bfe507a463ef779aba5c4ac6d9df8a6899,VIS-377DE7AB26DC,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
OCC-LAW1-086,LAW1,LAW1-4_3_2,60,페이지 배치 이미지,law-1_p060_occ086_xref00764.png,04_visuals/image_context_crops/law-1_p060_occ086_xref00764.png,xref:764;occurrence:52,,302.665,201.915,536.403,391.676,716,581,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_2 / 4-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 4-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우 : 준주거지역으로 변경을 원칙으로 하되 4-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우 관련 위원회의 심 의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로) : 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 및 면적 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 관 련위원회의 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 6m 이상의 도로에 접해야 한다. 차량진출입은 이면도로에 계획하여야 하며, 간선도로변에서 직접 연결되는 이면도로에 차량진출입구를 설치하는 경우, 간선도로변에서의 이격거리는 최 소 15m 이상으로 한다.
3) 간선도로변에 접한 경우 간선도로에 접한 대지의 길이는 최소 15m 이상으 로 한다.
가) 면적 및 도로기준(예시)
간선도로변
(사업가능)
간선도로변이
좀
간선도로
이면도로변
(사업가능)
이면도로변 0
간선도로
6mn도로
간선도로변 0
15m 이상
간선도로
6m도로
이면도로변0
간선도로
6mn도로
간선도로변 0
간선도로
6m도로
이면도로변 0
간선도로
(사업불가)
사업불가
4m도로
(사업불가)
4도로
사업불가
간선도로
간선도로
사업
불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
6m도로
사업불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
나) 저층주",a7faf8c4b80379a26c5d4f3032895f74bdfd0cb1dd917507eff9aa311fa2bc7b,VIS-A7FAF8C4B803,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
OCC-LAW1-087,LAW1,LAW1-4_3_2,60,페이지 배치 이미지,law-1_p060_occ087_xref00740.png,04_visuals/image_context_crops/law-1_p060_occ087_xref00740.png,xref:740;occurrence:53,,54.879,580.101,303.489,767.344,761,573,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_2 / 4-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 4-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우 : 준주거지역으로 변경을 원칙으로 하되 4-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우 관련 위원회의 심 의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로) : 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 및 면적 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 관 련위원회의 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 6m 이상의 도로에 접해야 한다. 차량진출입은 이면도로에 계획하여야 하며, 간선도로변에서 직접 연결되는 이면도로에 차량진출입구를 설치하는 경우, 간선도로변에서의 이격거리는 최 소 15m 이상으로 한다.
3) 간선도로변에 접한 경우 간선도로에 접한 대지의 길이는 최소 15m 이상으 로 한다.
가) 면적 및 도로기준(예시)
간선도로변
(사업가능)
간선도로변이
좀
간선도로
이면도로변
(사업가능)
이면도로변 0
간선도로
6mn도로
간선도로변 0
15m 이상
간선도로
6m도로
이면도로변0
간선도로
6mn도로
간선도로변 0
간선도로
6m도로
이면도로변 0
간선도로
(사업불가)
사업불가
4m도로
(사업불가)
4도로
사업불가
간선도로
간선도로
사업
불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
6m도로
사업불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
나) 저층주",59bf187adcd9f5800b0ea5057a26159421998da3e05f6b9da6c06e71c77f5e2c,VIS-59BF187ADCD9,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
OCC-LAW1-088,LAW1,LAW1-4_3_2,60,페이지 배치 이미지,law-1_p060_occ088_xref00766.png,04_visuals/image_context_crops/law-1_p060_occ088_xref00766.png,xref:766;occurrence:54,,54.879,430.745,303.489,617.988,761,573,,PDF 페이지에 실제 배치된 이미지와 주변 여백을 포함한 문맥 크롭.,"LAW1-4_3_2 / 4-3-2. 안심주택 조례 제7조 제3항에 따라 “간선도로변”의 용도지역 변경 기준은 4-3-1의 기준에 따르되 다음 각 목의 기준을 충족하여야 한다.
가. 용도지역 변경 기준
1) 간선도로변 직접 접하는 경우 : 준주거지역으로 변경을 원칙으로 하되 4-3-1 나목의 인접 및 도로기준 1), 2)에 해당하는 경우 관련 위원회의 심 의를 통해 일반 또는 근린상업지역으로 변경할 수 있다.
2) 간선도로변에 직접 접하지 않는 경우(이면도로) : 준주거지역, 다만, 간선도 로변에 직접 접한 대지의 용도지역을 초과할 수 없다.
나. 입지 및 면적 기준
1) 제1종일반주거지역의 저층주거지(공원, 도로 등 제외)와 연접한 경우는 관 련위원회의 자문을 거쳐 사업 추진여부을 결정할 수 있다.
2) 사업대상지가 간선도로변에 접한 경우 2면 이상(이면도로에 접한 경우 1면 이상)이 도로에 접하면서, 한 면은 최소 6m 이상의 도로에 접해야 한다. 차량진출입은 이면도로에 계획하여야 하며, 간선도로변에서 직접 연결되는 이면도로에 차량진출입구를 설치하는 경우, 간선도로변에서의 이격거리는 최 소 15m 이상으로 한다.
3) 간선도로변에 접한 경우 간선도로에 접한 대지의 길이는 최소 15m 이상으 로 한다.
가) 면적 및 도로기준(예시)
간선도로변
(사업가능)
간선도로변이
좀
간선도로
이면도로변
(사업가능)
이면도로변 0
간선도로
6mn도로
간선도로변 0
15m 이상
간선도로
6m도로
이면도로변0
간선도로
6mn도로
간선도로변 0
간선도로
6m도로
이면도로변 0
간선도로
(사업불가)
사업불가
4m도로
(사업불가)
4도로
사업불가
간선도로
간선도로
사업
불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
6m도로
사업불가
간선도로
(간선도로 연결도로 및 이면부 진출입도로 요건 미충족)
나) 저층주",0a451e90d1436a5abd5939db1f17f76f4c0d5f6b25ad3cb701d29fead8b7d5e9,VIS-0A451E90D143,TRUE,자동 추출,PDF 페이지 렌더링 기반 자동 생성. 원본 대조 필요.
